Time_s,Acceleration_m_per_s2,Velocity_m_per_s,Displacement_m
0,0.00838,-0.0423,-0.000846
0.02,0.00582,-0.04212,-0.0016884
0.04,0.03491,-0.04167,-0.0025218
0.06,0.05228,-0.04075,-0.0033368
0.08,0.05177,-0.03967,-0.0041302
0.1,0.06143,-0.03849,-0.0049
0.12,0.0632,-0.03721,-0.0056442
0.14,0.07826,-0.03575,-0.0063592
0.16,0.09695,-0.03395,-0.0070382
0.18,0.06993,-0.03224,-0.007683
0.2,-0.00106,-0.03155,-0.008314
0.22,-0.0048,-0.03149,-0.0089438
0.24,-0.00626,-0.03148,-0.0095734
0.26,-0.03923,-0.03181,-0.0102096
0.28,-0.08051,-0.03289,-0.0108674
0.3,-0.15403,-0.03512,-0.0115698
0.32,-0.13749,-0.03792,-0.0123282
0.34,-0.02603,-0.03943,-0.0131168
0.36,0.07085,-0.03886,-0.013894
0.38,0.08058,-0.03723,-0.0146386
0.4,0.0438,-0.03598,-0.0153582
0.42,0.12723,-0.03408,-0.0160398
0.44,0.23021,-0.03031,-0.016646
0.46,0.14128,-0.0264,-0.017174
0.48,0.02849,-0.02451,-0.0176642
0.5,-0.0685,-0.02471,-0.0181584
0.52,-0.13039,-0.02651,-0.0186886
0.54,-0.15072,-0.02913,-0.0192712
0.56,-0.20673,-0.03251,-0.0199214
0.58,-0.30546,-0.03743,-0.02067
0.6,-0.36521,-0.04414,-0.0215528
0.62,-0.32738,-0.0508,-0.0225688
0.64,-0.24378,-0.05624,-0.0236936
0.66,-0.03604,-0.05878,-0.0248692
0.68,0.10146,-0.05786,-0.0260264
0.7,0.3176,-0.05341,-0.0270946
0.72,0.53992,-0.04457,-0.027986
0.74,0.64805,-0.03242,-0.0286344
0.76,0.68319,-0.01885,-0.0290114
0.78,0.57101,-0.00604,-0.0291322
0.8,0.41371,0.00381,-0.029056
0.82,0.14063,0.00968,-0.0288624
0.84,-0.21026,0.00932,-0.028676
0.86,-0.39391,0.0036,-0.028604
0.88,-0.59664,-0.00598,-0.0287236
0.9,-0.64466,-0.01806,-0.0290848
0.92,-0.49143,-0.02909,-0.0296666
0.94,-0.51573,-0.03884,-0.0304434
0.96,-0.37577,-0.04742,-0.0313918
0.98,-0.14802,-0.05234,-0.0324386
1,0.37613,-0.05005,-0.0334396
1.02,0.78314,-0.03807,-0.034201
1.04,0.81649,-0.02169,-0.0346348
1.06,0.70048,-0.00614,-0.0347576
1.08,0.60619,0.00731,-0.0346114
1.1,0.61991,0.01996,-0.0342122
1.12,0.63126,0.03285,-0.0335552
1.14,0.45993,0.04415,-0.0326722
1.16,-0.03522,0.04878,-0.0316966
1.18,-0.47282,0.04408,-0.030815
1.2,-1.15764,0.02778,-0.0302594
1.22,-1.49829,0.00165,-0.0302264
1.24,-1.27413,-0.02564,-0.0307392
1.26,-0.76043,-0.04556,-0.0316504
1.28,-0.05869,-0.05332,-0.0327168
1.3,0.60568,-0.04742,-0.0336652
1.32,0.81294,-0.03281,-0.0343214
1.34,0.89053,-0.01534,-0.0346282
1.36,0.75843,0.00157,-0.0345968
1.38,0.58469,0.01544,-0.034288
1.4,0.5718,0.02701,-0.0337478
1.42,0.68357,0.04002,-0.0329474
1.44,0.52038,0.05252,-0.031897
1.46,0.42501,0.06244,-0.0306482
1.48,0.42094,0.07136,-0.029221
1.5,-0.36187,0.07241,-0.0277728
1.52,-0.52718,0.06398,-0.0264932
1.54,-0.70329,0.05214,-0.0254504
1.56,-0.80656,0.0375,-0.0247004
1.58,-0.44556,0.02545,-0.0241914
1.6,-0.11922,0.0198,-0.0237954
1.62,0.00308,0.01912,-0.023413
1.64,0.29095,0.02254,-0.0229622
1.66,0.71504,0.03309,-0.0223004
1.68,0.83773,0.0491,-0.0213184
1.7,1.04449,0.0684,-0.0199504
1.72,0.87526,0.08808,-0.0181888
1.74,0.06602,0.09798,-0.0162292
1.76,-0.48121,0.09431,-0.014343
1.78,-0.82548,0.08172,-0.0127086
1.8,-0.81558,0.06532,-0.0114022
1.82,-0.34416,0.05421,-0.010318
1.84,0.14422,0.0527,-0.009264
1.86,0.31652,0.0578,-0.008108
1.88,0.43767,0.06583,-0.0067914
1.9,0.58565,0.07656,-0.0052602
1.92,0.17873,0.08469,-0.0035664
1.94,-0.04194,0.08655,-0.0018354
1.96,0.02159,0.08684,-9.86E-05
1.98,-0.02879,0.08726,0.0016466
2,-0.2506,0.08447,0.003336
2.02,-0.49954,0.07746,0.0048852
2.04,-0.7415,0.06553,0.0061958
2.06,-0.61386,0.05247,0.0072452
2.08,-0.17279,0.04509,0.008147
2.1,0.00504,0.0439,0.009025
2.12,0.00402,0.04448,0.0099146
2.14,-0.00796,0.04493,0.0108132
2.16,-0.07977,0.04454,0.011704
2.18,0.24378,0.04667,0.0126374
2.2,0.87713,0.05788,0.013795
2.22,1.5213,0.08234,0.0154418
2.24,1.56131,0.11365,0.0177148
2.26,0.77853,0.13752,0.0204652
2.28,-0.22323,0.14355,0.0233362
2.3,-0.61362,0.13566,0.0260494
2.32,-0.53443,0.12465,0.0285424
2.34,-0.34853,0.1163,0.0308684
2.36,-0.26174,0.11067,0.0330818
2.38,-0.3298,0.10523,0.0351864
2.4,-0.12207,0.10072,0.0372008
2.42,0.14535,0.1014,0.0392288
2.44,0.70972,0.11041,0.041437
2.46,1.14694,0.12943,0.0440256
2.48,0.99069,0.15125,0.0470506
2.5,0.50377,0.16665,0.0503836
2.52,0.21454,0.17429,0.0538694
2.54,-0.10807,0.17581,0.0573856
2.56,-0.21615,0.17302,0.060846
2.58,-0.22829,0.16903,0.0642266
2.6,-0.30198,0.16373,0.0675012
2.62,-0.37079,0.15742,0.0706496
2.64,-0.64167,0.14771,0.0736038
2.66,-0.7707,0.13401,0.076284
2.68,-0.67643,0.11996,0.0786832
2.7,-0.45954,0.10902,0.0808636
2.72,-0.14588,0.10339,0.0829314
2.74,0.13771,0.10373,0.085006
2.76,0.58798,0.1114,0.087234
2.78,0.63858,0.12409,0.0897158
2.8,0.39352,0.13441,0.092404
2.82,0.46364,0.14337,0.0952714
2.84,0.67319,0.15512,0.0983738
2.86,0.49391,0.16717,0.1017172
2.88,-0.13451,0.17114,0.10514
2.9,-0.47626,0.16541,0.1084482
2.92,-0.72822,0.15375,0.1115232
2.94,-0.44334,0.14241,0.1143714
2.96,0.1777,0.14014,0.1171742
2.98,0.53414,0.14763,0.1201268
3,0.53322,0.15831,0.123293
3.02,0.4739,0.16872,0.1266674
3.04,0.36193,0.1774,0.1302154
3.06,0.4266,0.18562,0.1339278
3.08,0.52866,0.1955,0.1378378
3.1,0.49854,0.20611,0.14196
3.12,0.72256,0.21865,0.146333
3.14,0.59633,0.23217,0.1509764
3.16,0.41517,0.24261,0.1558286
3.18,-0.11395,0.24596,0.1607478
3.2,-0.96109,0.23521,0.165452
3.22,-1.19795,0.21389,0.1697298
3.24,-0.80017,0.19419,0.1736136
3.26,-0.49634,0.1815,0.1772436
3.28,-0.69441,0.16986,0.1806408
3.3,-1.16467,0.15155,0.1836718
3.32,-1.69239,0.12325,0.1861368
3.34,-1.99293,0.08667,0.1878702
3.36,-2.12044,0.04581,0.1887864
3.38,-2.33634,0.00152,0.1888168
3.4,-3.07117,-0.05255,0.1877658
3.42,-3.76523,-0.1207,0.1853518
